poem_line,renaissance_love
"Why didst thou promise such a beauteous day,",renaissance_love
"And make me travel forth without my cloak,",renaissance_love
"To let base clouds oertake me in my way,",renaissance_love
Hiding thy bravery in their rotten smoke?,renaissance_love
"Tis not enough that through the cloud thou break,",renaissance_love
"To dry the rain on my storm-beaten face,",renaissance_love
For no man well of such a salve can speak,renaissance_love
That heals the wound and cures not the disgrace:,renaissance_love
Nor can thy shame give physic to my grief;,renaissance_love
"Though thou repent, yet I have still the loss:",renaissance_love
The offenders sorrow lends but weak relief,renaissance_love
To him that bears the strong offences cross.,renaissance_love
"Ah! but those tears are pearl which thy love sheds,",renaissance_love
And they are rich and ransom all ill deeds.,renaissance_love
"Weret aught to me I bore the canopy,",renaissance_love
"With my extern the outward honouring,",renaissance_love
"Or laid great bases for eternity,",renaissance_love
Which proves more short than waste or ruining;,renaissance_love
Have I not seen dwellers on form and favour,renaissance_love
"Lose all, and more, by paying too much rent,",renaissance_love
"For compound sweet forgoing simple savour,",renaissance_love
"Pitiful thrivers, in their gazing spent?",renaissance_love
"No;let me be obsequious in thy heart,",renaissance_love
"And take thou my oblation, poor but free,",renaissance_love
"Which is not mixd with seconds, knows no art,",renaissance_love
"But mutual render, only me for thee.",renaissance_love
"Hence, thou subornd informer! a true soul,",renaissance_love
"When most impeachd, stands least in thy control. ",renaissance_love
Let the bird of loudest lay,renaissance_love
On the sole Arabian tree,renaissance_love
"Herald sad and trumpet be,",renaissance_love
To whose sound chaste wings obey.,renaissance_love
"But thou shrieking harbinger,",renaissance_love
"Foul precurrer of the fiend,",renaissance_love
"Augur of the fever's end,",renaissance_love
To this troop come thou not near.,renaissance_love
From this session interdict,renaissance_love
"Every fowl of tyrant wing,",renaissance_love
"Save the eagle, feather'd king;",renaissance_love
Keep the obsequy so strict.,renaissance_love
"Let the priest in surplice white,",renaissance_love
"That defunctive music can,",renaissance_love
"Be the death-divining swan,",renaissance_love
Lest the requiem lack his right.,renaissance_love
"And thou treble-dated crow,",renaissance_love
That thy sable gender mak'st,renaissance_love
"With the breath thou giv'st and tak'st,",renaissance_love
'Mongst our mourners shalt thou go.,renaissance_love
Here the anthem doth commence:,renaissance_love
Love and constancy is dead;,renaissance_love
Phoenix and the Turtle fled,renaissance_love
In a mutual flame from hence.,renaissance_love
"So they lov'd, as love in twain",renaissance_love
Had the essence but in one;,renaissance_love
"Two distincts, division none:",renaissance_love
Number there in love was slain.,renaissance_love
"Hearts remote, yet not asunder;",renaissance_love
Distance and no space was seen,renaissance_love
'Twixt this Turtle and his queen:,renaissance_love
But in them it were a wonder.,renaissance_love
So between them love did shine,renaissance_love
That the Turtle saw his right,renaissance_love
Flaming in the Phoenix' sight:,renaissance_love
Either was the other's mine.,renaissance_love
Property was thus appalled,renaissance_love
That the self was not the same;,renaissance_love
Single nature's double name,renaissance_love
Neither two nor one was called.,renaissance_love
"Reason, in itself confounded,",renaissance_love
"Saw division grow together,",renaissance_love
"To themselves yet either neither,",renaissance_love
Simple were so well compounded;,renaissance_love
"That it cried, How true a twain",renaissance_love
Seemeth this concordant one!,renaissance_love
"Love has reason, reason none,",renaissance_love
If what parts can so remain.,renaissance_love
Whereupon it made this threne,renaissance_love
"To the Phoenix and the Dove,",renaissance_love
"Co-supremes and stars of love,",renaissance_love
As chorus to their tragic scene:,renaissance_love
"Beauty, truth, and rarity,",renaissance_love
"Grace in all simplicity,",renaissance_love
"Here enclos'd, in cinders lie.",renaissance_love
"Death is now the Phoenix' nest,",renaissance_love
And the Turtle's loyal breast,renaissance_love
"To eternity doth rest,",renaissance_love
Leaving no posterity:,renaissance_love
"'Twas not their infirmity,",renaissance_love
It was married chastity.,renaissance_love
Truth may seem but cannot be;,renaissance_love
Beauty brag but 'tis not she;,renaissance_love
Truth and beauty buried be.,renaissance_love
To this urn let those repair,renaissance_love
That are either true or fair;,renaissance_love
For these dead birds sigh a prayer.,renaissance_love
"Sing lullaby, as women do,",renaissance_love
"Wherewith they bring their babes to rest,",renaissance_love
And lullaby can I sing too,renaissance_love
As womanly as can the best.,renaissance_love
"With lullaby they still the child,",renaissance_love
"And if I be not much beguiled,",renaissance_love
Full many wanton babes have I,renaissance_love
Which must be stilled with lullaby.,renaissance_love
First lullaby my youthful years;,renaissance_love
"It is now time to go to bed,",renaissance_love
For crooked age and hoary hairs,renaissance_love
Have won the haven within my head.,renaissance_love
"With lullaby, then, youth be still;",renaissance_love
With lullaby content thy will;,renaissance_love
"Since courage quails and comes behind,",renaissance_love
"Go sleep, and so beguile thy mind.",renaissance_love
"Next, lullaby my gazing eyes,",renaissance_love
Which wonted were to glance apace.,renaissance_love
For every glass may now suffice,renaissance_love
To show the furrows in my face;,renaissance_love
"With lullaby then wink awhile,",renaissance_love
With lullaby your looks beguile;,renaissance_love
Let no fair face nor beauty bright,renaissance_love
Entice you eft with vain delight.,renaissance_love
"And lullaby, my wanton will;",renaissance_love
"Let reason's rule now reign thy thought,",renaissance_love
Since all too late I find by skill,renaissance_love
How dear I have thy fancies bought;,renaissance_love
"With lullaby now take thine ease,",renaissance_love
With lullaby thy doubts appease.,renaissance_love
"For trust to this: if thou be still,",renaissance_love
My body shall obey thy will.,renaissance_love
"Eke lullaby, my loving boy,",renaissance_love
"My little Robin, take thy rest;",renaissance_love
"Since age is cold and nothing coy,",renaissance_love
"Keep close thy coin, for so is best;",renaissance_love
"With lullaby be thou content,",renaissance_love
"With lullaby thy lusts relent,",renaissance_love
Let others pay which hath mo pence;,renaissance_love
Thou art too poor for such expense.,renaissance_love
"Thus lullaby, my youth, mine eyes,",renaissance_love
"My will, my ware, and all that was.",renaissance_love
"I can no mo delays devise,",renaissance_love
"But welcome pain, let pleasure pass;",renaissance_love
"With lullaby now take your leave,",renaissance_love
With lullaby your dreams deceive;,renaissance_love
"And when you rise with waking eye,",renaissance_love
Remember then this lullaby.,renaissance_love
Beshrew that heart that makes my heart to groan,renaissance_love
For that deep wound it gives my friend and me:,renaissance_love
"Ist not enough to torture me alone,",renaissance_love
But slave to slavery my sweetst friend must be?,renaissance_love
"Me from myself thy cruel eye hath taken,",renaissance_love
And my next self thou harder hast engrossed;,renaissance_love
"Of him, myself, and thee I am forsaken,",renaissance_love
A torment thrice threefold thus to be crossed.,renaissance_love
"Prison my heart in thy steel bosom's ward,",renaissance_love
But then my friend's heart let my poor heart bail;,renaissance_love
